1.00000,1.0000
0.84123,0.9766
0.78871,0.9688
0.73722,0.9609
0.68717,0.9531
0.23151,0.8516
0.00332,0.7344
-0.13640,0.6172
-0.20581,0.5000
-0.21090,0.4531
-0.15662,0.2813
-0.10150,0.1719
-0.06434,0.1016
-0.04775,0.0703
-0.04192,0.0625
-0.03717,0.0547
0.00000,0.0000

